anchor,validation,lable
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/39b0a9fa-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/648398ae-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3d5af2ca-e7fc-11ed-90b2-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/1374b525-e7fc-11ed-90fc-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ff87945a-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Alvaro_Uribe_0010.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4965ae2c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Claudia_Schiffer_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0b67022e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5eb39f64-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/56239ce4-e7fc-11ed-9d5b-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/d2a4d6ae-e7fb-11ed-b1f6-5cea1d41f966.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ff812138-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5387424e-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/003f7f0c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Farouk_Kaddoumi_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/49c3d830-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Bob_Dole_0003.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fb47b4b0-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/James_Brosnahan_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/03ea727e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/George_W_Bush_0510.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/08796df4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Evan_Marriott_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/408ad638-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6bad7b5e-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/020200ee-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/55e2ef5c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3eceae82-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Mikhail_Gorbachev_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fbc4c702-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Sam_Mendes_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/439689ee-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Wen_Jiabao_0008.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3a95cc42-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/65867eb0-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/02854800-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5637badc-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/49c3d830-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/74b3b01a-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/49bd3ea8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/74ac757a-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/44d93388-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6fb9f7a4-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0a6ca13a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5df5fd24-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/46dbdab4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/7232524c-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/45a2d2ba-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/70c6fbf6-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0b721420-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Billy_Beane_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/41e68784-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Jonathan_Edwards_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/451a53ff-e7fc-11ed-a457-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/1b4a5e1f-e7fc-11ed-9f7f-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3bdff47a-e7fc-11ed-aebe-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Gerhard_Schroeder_0046.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/06dc2dba-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5ab87416-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/41e89ed4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/George_W_Bush_0269.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0f0f406c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/62d7101c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/08d5f4c0-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5ca5f956-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/410d573e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6c1dfd84-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/433359f0-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Warren_Truss_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3c603d1e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Nancy_Pelosi_0003.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d224b96-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/60bd2820-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/54b214ee-e7fc-11ed-87d2-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/d0c3c718-e7fb-11ed-ab1c-5cea1d41f966.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fdf73410-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Johan_Bruyneel_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/07a1d196-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/George_W_Bush_0129.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/05193df6-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Saddam_Hussein_0005.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3717fd85-e7fc-11ed-8f2c-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/0c705a19-e7fc-11ed-9ee1-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/050ef6e8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/58c086a8-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/46101b86-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/715a9be0-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/408db7b8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6bb027fa-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/00a03a36-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Monica_Lewinsky_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/407bc666-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6ba14a0a-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0c434306-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Brian_Clemens_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3df20068-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6989c5e4-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0cb832c4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Edward_Albee_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/44db69be-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6fbca4cc-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/07a85476-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Peter_Hartz_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/453c2e3e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/703dd394-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/04a9fe32-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/58464c9e-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/47dcdbe8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Jose_Manuel_Durao_Barroso_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3cbab38e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/682672e2-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/579581e4-e7fc-11ed-a9b5-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Claire_Danes_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/037bd0b2-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/57040a92-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4176bf58-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6c748532-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/44d6c7f6-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6fb79cca-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4460b373-e7fc-11ed-9ec0-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Gen_Meredith_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/6194cf7d-e7fc-11ed-9a8b-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/de134040-e7fb-11ed-8453-5cea1d41f966.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3c01e48a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Armando_Avila_Panchame_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ff833cf2-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/53894792-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/08e54fb0-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5cb42558-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4a21e894-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Tom_Ridge_0013.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/446b36f8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Anna_Kournikova_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/062174a2-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Paul_Burrell_0006.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/40879356-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6baacb2a-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3b5342a4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/66667506-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/081b0f98-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Steve_Avery_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0b7d6f78-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Rubens_Barrichello_0012.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/1002615c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Mehmet_Okur_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d265f06-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/60c25854-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/415b4ed6-e7fc-11ed-bdff-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/16d4bbdc-e7fc-11ed-a4eb-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/05c65f90-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/59a27f4a-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/06e61cf8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5ac114c2-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4a27eff0-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/75162308-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3ed586d0-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6a7f3600-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/46dbdab4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Vicente_Fernandez_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/067ce652-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5a5bac7c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/43f99f98-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6f0845ae-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ffe03808-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Arnold_Schwarzenegger_0007.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/58cb5495-e7fc-11ed-8d2e-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/d4d7dc3a-e7fb-11ed-80b2-5cea1d41f966.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/08e0b59a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Filippo_Volandri_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0eb04b34-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Heizo_Takenaka_0007.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3d1abe00-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Gil_de_Ferran_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d73a0c2-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/61314250-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fc2b6f66-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/4fe8cd74-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/56869776-e7fc-11ed-981a-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Colin_Jackson_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fbba7072-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Rupert_Grint_0003.jpg,0
